mfcc,labels
"[-193.1521      89.18025    -19.990849    38.738586    -2.7211246
   17.049927    -7.942614    16.082537   -16.751808     7.717519
  -15.705438     9.01895    -11.315525 ]",disco
"[-98.18701    92.406166    2.6589997  19.365164    3.5725617  -1.7528334
  -1.7048805  -3.1811247  -9.103381   -4.0845356  -5.1873956  -5.4817677
  -4.2330327]",disco
"[-78.310104    80.05325     -9.145553    25.454119    -3.3875406
  16.801464     7.2613983    1.8166611    0.48763195   6.316795
   1.4947495    2.1649706    0.6583117 ]",disco
"[-155.67006     60.623177    23.156448    31.176702    25.046492
   16.90212      9.445917     8.451036     5.319857     6.555652
    5.769587     3.9236524    7.5681047]",disco
"[-57.611416  96.703575 -24.457253  39.99736  -17.280684  27.833838
 -13.284011  23.197868 -16.52066   19.428204 -15.479723  11.827778
 -10.570341]",disco
"[-69.63065    83.07227   -16.599928    0.1183711   7.4206076   0.770008
   1.3374783   4.6957984  -1.4168245   3.3194354  -2.8782651  -8.20215
  -5.767511 ]",disco
"[-182.10767   103.43044   -18.188179   31.197874  -12.529232   18.83884
  -12.868975   19.372463  -17.702715   18.492027  -14.32581    11.538478
  -11.629478]",disco
"[-97.904755  101.02156   -40.56285    51.033695  -11.7087     25.062588
 -14.040237   17.196808   -9.614368   16.974564   -7.166898   11.722058
  -5.7177386]",disco
"[-123.33121      86.98849     -22.510225      6.942469      8.465196
   12.644244     -0.8552823    -0.8346987    -3.2606728     2.624371
   -0.77050847   -0.41433406   -3.8346293 ]",disco
"[-81.30502   106.47955    -9.540607   17.966782    3.0102844   8.3009615
   3.889344    4.250727   -3.7409382  -2.074669   -2.2095342  -4.5908613
  -1.1636227]",disco
"[-44.433094   52.32051     3.242855   43.93931    12.584174   24.506044
   4.923503   15.30651     2.041092   10.386366   -1.462323    8.834608
   0.4166824]",disco
"[-123.83839     89.85542     -1.8465987   51.16645    -16.249851
   28.27051    -12.485133    19.029924   -13.273394    18.4808
  -13.773316    12.865       -8.755854 ]",disco
"[-81.76208   97.613686 -27.614212  36.65628  -17.259203  30.749075
 -15.952651  20.968424 -16.221739  17.413185 -13.369761  15.092774
 -10.377819]",disco
"[-104.79348     64.03617     28.8045      10.56003     15.176523
   13.067325     8.025532     5.2390757    6.7465467    5.125547
    4.450881     4.4701214    3.357288 ]",hiphop
"[-11.706974  81.97667   -8.50863   52.77378  -14.69211   31.962574
 -19.680723  22.857765 -14.704154  14.509826 -10.078541  14.002207
  -8.072071]",hiphop
"[-111.97783      89.09961      13.175455     36.359657     -3.2765715
    3.877864      0.56019145    6.327396     -2.1887617     2.9669955
   -1.6431162    -0.3779445    -3.478565  ]",hiphop
"[-94.94585    94.2148     -2.5425851  49.543236   -6.608906   33.220383
  -7.631567   20.948034   -8.87092    16.786116   -5.2582693  10.763062
  -3.474365 ]",hiphop
"[-67.06469   112.4042    -23.642937   44.27391   -18.864435   23.87318
 -13.402471   20.14637   -10.64462    20.617964   -7.5052657  14.423792
  -9.388905 ]",hiphop
"[-66.12838     74.913       20.638704    39.30214      8.165499
  15.136998    -0.37553477   5.5735135    1.4621953   -0.64992875
  -1.5591092    1.4431081   -2.4078412 ]",hiphop
"[-44.338444   93.38643   -22.309427   48.852543  -13.904016   34.413067
  -6.3259196  25.873789  -12.339953   20.430222   -5.7629786  11.865526
 -11.55436  ]",hiphop
"[-146.45955     81.55766     31.96333     22.411772     5.0775967
   13.6172695    6.487694     8.408617     4.4354043    4.9975214
    1.8295834    2.8662934    4.52971  ]",hiphop
"[-109.51281     97.39123    -20.617918    37.375572    -3.1134143
   28.608015   -14.167001    23.848665    -8.735609    19.89689
  -11.290993    17.932451    -3.4741397]",hiphop
"[-59.565926   63.92967     3.4871747  45.23575    -1.1528618  28.24374
 -13.170861   23.591469   -6.623231   16.47062    -7.2728996  14.477062
  -5.8007746]",hiphop
"[-51.30058   91.1179   -33.764687  69.9305   -12.937068  23.175821
 -13.755631  23.783102 -14.731517  10.696286 -13.472491   6.080384
 -14.718082]",hiphop
"[-8.7560486e+01  7.9353813e+01  2.5052843e+01  4.5152496e+01
  1.1185015e+01  1.8171783e+01  3.5164936e+00  6.9995470e+00
  1.2637459e+00  2.3608532e+00 -1.7756817e+00 -8.6626848e-03
 -2.7024157e+00]",hiphop
"[-100.84442     64.227585    12.814461    26.545551    12.6584
   12.176756     2.3962328   18.495611     1.5657251   12.027026
   -1.5520723    6.7103066    3.8736312]",hiphop
"[-78.70536    73.10555    21.826069   49.19616     3.1053555  18.316319
   1.8645644   8.3988495   1.426505    4.2215204  -1.3166568   1.2564663
  -3.0075817]",hiphop
"[-198.95903      92.613266    -19.521551     39.53248      -0.63655764
   33.590065     -6.4646487    27.523468     -2.3977473    14.995195
   -2.988018     14.89381      -3.3824239 ]",hiphop
"[-113.53241     68.488365   -15.747566    56.377018    -8.181871
   27.015606   -12.3755245   20.661098   -12.6683      15.433944
  -10.997763    14.044762   -12.50229  ]",hiphop
"[-129.32367    141.7129     -42.47719     34.013855    -6.9758534
    8.702186   -11.367335    15.941672    -9.015237     6.635536
   -8.340363     7.5527344   -5.4726863]",hiphop
"[-23.859095    43.71672     30.558304    26.47368      4.3383617
  21.920883     2.5954418    7.001879    -1.4912324    4.579595
   0.41853642   2.4708798   -4.0689173 ]",hiphop
"[-81.904236   94.720695  -16.211037   40.537342  -12.241579   28.193031
 -20.108301   18.112103  -14.630498   14.179908   -7.2731595  13.656333
  -8.495124 ]",hiphop
"[-153.54395     92.79628    -15.8539295   57.933186     8.580763
   18.461569    13.279116    11.165099     7.618666    12.968202
    5.6574016    7.0170255    2.8851962]",hiphop
"[-169.90744     98.044304   -11.313633    38.255463     5.08135
   25.405148   -11.835303    25.126324    -5.543401    19.20919
   -2.9169095   18.207973     6.095454 ]",hiphop
"[-111.27533     89.93035      4.4503665   14.5376835    9.927538
   -9.4755535    2.9035454   -0.1585431   -3.0790894    3.25741
   -1.5119748    1.5706158    2.3876395]",hiphop
"[-114.32079     80.8604     -18.20416     50.670105   -14.925235
   29.262064   -20.069794    18.574259   -17.683846    16.68106
  -11.426418    16.29898     -4.4611216]",hiphop
"[-218.08333     40.82961    -14.313482    33.910255    12.158746
   13.611059     5.8770003    7.524019     5.3885093   10.563416
    4.7587986    6.447479     6.524984 ]",hiphop
"[-111.1565      55.170082   -18.427658    47.191257   -24.79131
   22.537811   -21.141804    12.53944    -15.8703985   16.290924
  -12.56634      9.6244955  -12.129928 ]",hiphop
"[-140.16278     71.62643     -3.7887425   38.988525     4.189599
   31.528362    -3.9393036   19.742453    -3.7496216   16.006994
   -3.1765268   11.83397     -1.247125 ]",hiphop
"[-118.05631    102.20693     20.7631      36.992615    24.375978
    7.8266516   15.940077    -1.5931469    6.758074    -0.7775801
    8.574868     1.4911984   -4.211417 ]",hiphop
"[-100.64651    110.216705     1.0290091   38.75422    -14.497625
   20.640646   -18.037575    12.566879   -14.129199    15.096194
   -9.243371    11.397926    -9.50886  ]",hiphop
"[-64.0287      50.810192     6.6335435   27.82341      6.641089
   0.30421925   2.8312955    3.2257662    0.1621327    0.6087187
   0.09283659  -5.0643573    2.6649313 ]",hiphop
"[-128.18356    124.55868    -37.18115     43.889126   -12.773454
   18.995405    -9.288907    19.782911    -6.878305    13.470524
   -5.9719143   12.324474    -4.645992 ]",hiphop
"[-40.30154    80.84723   -25.67689    38.443054  -11.072825   24.899412
  -7.373214   26.759275   -5.30603    16.782677   -3.5075712   8.458928
  -5.6017284]",hiphop
"[-6.1835876e+01  7.2131081e+01 -1.6305073e+01  2.7443157e+01
  5.2088065e+00  1.4985306e+00  3.9459920e+00  8.3317003e+00
 -2.1303647e+00  5.8373542e+00  4.6646025e-02 -4.3664661e-01
 -7.8647792e-01]",hiphop
"[-78.21304     70.184425    45.89907     42.0747      15.084578
  10.687759    -0.6957338   -0.6118224    0.36743754  -0.35835877
   1.0923241   -0.6734943   -0.8149564 ]",hiphop
"[-79.72858     62.312958    -5.1254992   18.232164    12.871769
 -14.090276     4.909826     1.6790172   -5.7725415    0.82087576
  -3.799455     2.0151176    3.4152284 ]",hiphop
"[-81.23491    49.59364   -14.54748    57.964966    6.819769   27.149471
  -6.858137   31.304558  -10.085702   20.306627   -2.5411096  12.749884
   3.9834008]",hiphop
"[-94.559555   51.677036   17.531384   28.92272     2.053648    3.729747
  -1.8468494   4.372743    8.770599    2.1283352  -1.3841964   4.6820245
   4.0688467]",hiphop
"[-215.99901    122.53193      0.9069887   39.340004     9.276779
   26.041027    -4.0447974   18.255962    -6.518696    13.916698
   -3.0740814    8.889011    -4.3479905]",hiphop
"[-83.25371    67.73527     1.2410202  29.653978   12.586732    5.6169643
   6.2087727   8.087188   -4.7669544   7.666656   -1.1727865   4.248984
   1.9444283]",hiphop
"[-145.03775     84.07012     10.8738365   43.602345     6.2924957
   36.12595    -14.64767     26.805592   -10.327142    24.690153
   -8.718044    18.786041    -4.3923764]",hiphop
"[-168.2848      70.9285      -3.0489557   54.81575    -12.119345
   30.501703    -1.5368698   28.82944     -8.936954    18.75314
   -6.6041923   14.595448    -3.5817893]",hiphop
"[-121.9977     89.62222   -25.78171    40.958427   -4.291184   27.560095
  -15.568068   22.402187  -10.835225   19.812077   -8.643745   19.082935
   -8.475936]",hiphop
"[-144.11632      73.39045       4.6577063    24.01729      12.90147
   14.00732       8.624697      6.899631     -1.2319987    -0.85806054
    1.1545576     2.5797813    -1.1144274 ]",hiphop
"[-88.141426   77.38236   -19.072306   51.598656  -11.7594     22.23447
  -4.727125   20.125822   -8.3214035  14.612495   -3.8051765   8.59063
 -11.454931 ]",hiphop
"[-76.705734   52.78695    34.63606    26.197575   16.664793   11.354165
   5.861285    6.9141855   3.6776621  -0.9586153   3.87444     4.487364
   0.6391594]",hiphop
"[-75.62651     91.01366      9.83432     25.111555    11.793615
  10.168802     0.11760896   8.224964     1.6325192    0.48827586
   1.8103347    5.4946136    1.3010279 ]",hiphop
"[-89.90493   79.77237  -25.73345   47.74009  -10.016579  31.554688
 -22.208488  26.64222  -10.969623  18.825157 -15.554683  14.415654
 -10.034327]",hiphop
"[-268.93674     79.90777    -16.974985    19.053913     2.3454297
   -7.10833      4.773146    -7.594371   -10.017847    10.818717
   -2.7683127   -5.4811974    2.2997925]",hiphop
"[-74.21385   104.603294   -8.389851   49.65144    -9.374009   21.451525
 -16.336187   18.77991   -13.071929   18.470472  -14.949953    6.8847446
 -15.329199 ]",hiphop
"[-44.586338   41.58716    29.919216   51.871937   12.878272   13.72171
   7.9571733   9.288721    8.39591     1.9085698   1.1404614   4.5597878
   5.519351 ]",hiphop
"[-114.05457    110.12894     17.897541    37.944332    27.98762
    1.405787    15.552603     1.4244989    7.359582    -3.319526
    8.256998    -0.1889065    0.6798426]",hiphop
"[-1.0314578e+02  7.4096313e+01 -2.2450449e+01  5.1598633e+01
 -7.0803447e+00  3.2669758e+01 -1.4982949e+01  1.9638306e+01
 -7.0651374e+00  2.2265232e+01 -7.3165903e+00  1.7616529e+01
 -3.5863325e-02]",hiphop
"[-31.762894   59.70142    -2.744976   33.420624   13.097368    9.410452
  -1.7237395  14.170766    3.080204    6.734939    1.0862203   3.8186073
   1.6549314]",hiphop
"[-140.10194     77.09097     42.042377    31.247862    12.197926
   10.21417      3.738435     8.296796    -1.5552227   -1.76049
    3.6245475    4.5918226   -2.5488024]",hiphop
"[-105.535225    76.67295    -24.781746    55.20959     -8.259848
   28.89764    -15.744415    26.299292    -8.478252    20.452374
   -8.147399    13.90922     -6.5623593]",hiphop
"[-74.73161    48.89044     3.8210838  36.29552    12.96853    13.447174
   9.112768   12.724713    2.4919138  12.091033    8.99561     3.9080641
   4.785855 ]",hiphop
"[-182.9864      95.955444    43.948254    13.522106     5.9876814
   -3.019344     3.0836813   -9.802795    -3.7693408    5.308352
   -1.046581     7.543807     5.855525 ]",hiphop
"[-74.66587    58.725624    9.914969   21.557991   15.055373    4.9287863
   2.2788138   5.4631743   3.1182058   0.5998957   2.4616172   4.2016363
   3.4685113]",hiphop
"[-111.191635    80.62923     -0.8914611   50.620903   -13.467605
   35.32002    -14.841076    21.189829   -13.5769615   19.619339
  -11.7664585   16.967947    -9.359965 ]",hiphop
"[-92.64569    77.41155   -32.758095   54.586475  -13.199569   33.660706
 -12.074938   28.02354   -11.954623   18.8322     -6.6618686  13.044242
  -7.011976 ]",hiphop
"[-72.31159     57.15118      5.8386006   25.909645     6.706988
  11.402706     5.0632772   10.026864     0.94820935   8.561545
  -1.6964636    6.0592165    0.2139893 ]",hiphop
"[-63.147476   86.30365   -37.95675    39.56944   -16.530737   21.098026
 -12.261162   13.075492  -12.380371   16.627066   -3.9949179   8.840082
  -6.322554 ]",hiphop
"[-148.12135      90.56765      -0.27532327   28.855238     19.306164
   15.245031      4.281466     15.519956      1.2726043    11.129076
    8.849078      6.316172      1.6312523 ]",hiphop
"[-154.78532    113.06958     -3.8357592   18.290535    13.33117
    8.434421     8.840064    11.33439      8.993481    10.143327
    6.1992917    9.774344     9.39089  ]",hiphop
"[-64.75484    88.22647   -10.355254   41.795155   -2.5577855  22.908054
  -6.495011   16.630516   -5.802399   13.089849   -6.9133754   3.0193245
  -9.770441 ]",hiphop
"[-81.72639     82.337326    53.536568    25.525997    15.728674
  19.205505     8.432267     6.3902464    0.20682313   0.13791873
   1.2020646    1.532111    -0.7304982 ]",hiphop
"[-161.52745    104.06318    -10.907193    43.697933    13.963116
   14.444334     7.506867     9.481524     6.4333916    6.989431
    1.3591906    4.434304    -2.9288797]",hiphop
"[ 5.626782  53.15753   -9.091201  26.983356   0.5944695 15.572928
  1.6008064  7.68756    4.9796963  8.549695   3.3433354  8.50685
  1.0881997]",hiphop
"[-44.723373 101.193695 -26.262499  52.928112 -11.71543   26.944754
 -13.282815  20.712088 -17.486723  11.86288  -10.666727   8.381841
 -15.426938]",hiphop
"[-120.94078      77.27129      29.065607     10.437187      3.5667603
    5.3683963     5.198556     -0.8017177     1.3497722     2.302974
    3.0739121     1.1976856    -0.67196214]",hiphop
"[-129.85645     72.016136   -23.281464    63.21336     -6.8841476
   34.399254   -12.2047      30.490248    -7.5962567   20.596848
   -6.2104917   14.676089    -2.9494557]",hiphop
"[-95.94046    30.268179    2.6401818  12.595183  -11.173504   -2.2091284
  -3.686765   -7.669313   -5.387625   -0.7307738  -4.0471606  -3.0586393
  -4.9752517]",hiphop
"[-102.89939      30.651878     20.85029      45.66796       9.681037
    8.775831      1.5652859    12.388125      0.55941314    5.1369996
   -2.7244706     8.163298     -1.3305275 ]",hiphop
"[-109.82442      63.054916    -13.828153     43.01986       6.1724057
   23.183786      8.033159     10.669684      0.96836215    5.329999
   -1.8259578    -1.4317561    -1.8608027 ]",hiphop
"[-138.8806     100.20721    -31.442926    32.449326    -2.7517662
   13.091758   -14.506294    13.94322    -15.174354     8.177486
   -4.9255123    3.5089598   -7.9849477]",hiphop
"[-122.77545     95.02316    -29.384428    46.77722    -16.006794
   27.109676   -13.129478    20.252937    -5.38928     15.461106
   -6.9193435   15.639389    -6.7110047]",hiphop
"[-98.853745    71.11213    -10.053335    31.729233     5.147713
   1.8780879   -8.90375     -4.26225     -5.964684    -4.2666516
  -0.6641838   -1.8670931   -0.51587856]",hiphop
"[-82.389885    69.9665      10.699051    48.823395     4.6501894
  13.297806    -1.7968223    5.1300416   -1.0847992   -2.7969444
  -2.5503407    0.22138509  -3.1227164 ]",hiphop
"[-120.94078      77.27129      29.065607     10.437187      3.5667603
    5.3683963     5.198556     -0.8017177     1.3497722     2.302974
    3.0739121     1.1976856    -0.67196214]",hiphop
"[-27.65653   94.36548  -20.578146  49.886658 -14.699279  23.853004
 -17.633308  24.027565 -15.87746   16.434723 -10.632629  13.892767
 -10.462795]",hiphop
"[-113.623055     87.05368      -0.641124     52.261642     19.37811
   19.67521      15.385646     13.703338      6.950013      9.077205
    7.971615      4.4166307    -0.15431143]",hiphop
"[-122.26182     50.57139    -27.801025    66.5803      -6.6053147
   32.071156    -8.241498    22.45073     -6.943716    21.067606
   -6.176521    13.646001    -3.0987208]",hiphop
"[-25.85015    70.90157     9.568534   17.494287   -1.6235472  -0.5374488
   0.2639298  -4.636478   -0.5794759  -3.0673742  -2.406686    0.3842354
  -2.147279 ]",hiphop
"[-111.27533     89.93035      4.4503665   14.5376835    9.927538
   -9.4755535    2.9035454   -0.1585431   -3.0790894    3.25741
   -1.5119748    1.5706158    2.3876395]",hiphop
"[-59.28568    36.266663   39.8319     49.966923   10.147771   16.897055
   9.78029     4.4464774   2.4262035   1.7045094   2.3705525   3.9136555
   3.1900172]",hiphop
"[-77.00406     68.31946     -0.64739156  30.70986      3.9499156
   5.493636     3.3855941    3.0454912    5.648922     4.724795
   4.2856207    3.46072      2.8874722 ]",hiphop
"[-191.64328    41.31824     5.013656   65.45381    -4.320505   42.6368
  -12.251249   23.813137   -4.262662   16.029984   -5.084965   16.429445
   -9.367057]",hiphop
"[-67.46242    94.84827   -38.84963    37.633415  -12.246916   36.890297
 -12.640728   18.295763   -8.845362   17.97754    -7.2741294   9.713927
  -8.736391 ]",hiphop
"[-80.93423   84.780525 -31.534628  33.90174  -19.836761  23.553934
 -22.136858  20.0265   -16.76481   19.219479 -13.098828  11.502166
 -10.718429]",hiphop
"[-58.496304  103.04962    -7.211679   44.861687   -8.600805   12.351103
 -13.741838   19.971472  -13.119663   17.136522   -3.9439182  15.574061
  -0.4531828]",hiphop
"[-127.280014    95.79218    -12.782047    37.926857    20.56561
   23.201853     8.269457     9.612638     8.668725     5.5100327
    6.6769094    4.0242624    1.7337765]",hiphop
"[-144.9216      66.675064    44.269444    22.51216      6.504938
    8.847097    11.890135     5.838831     3.0452945    6.454954
    3.565836     2.5241907    3.8298788]",hiphop
"[-133.19142     93.95369     -2.2407176   50.202217    12.499554
   15.040485    11.499115    10.2495985    7.9568853   10.791148
    1.9635901    5.1979475    1.0622268]",hiphop
"[-109.31013      76.75423       2.786183     19.187447      0.56318575
    8.245013     -8.03061       6.0124817    -4.275914      3.6560717
   -1.5355548     2.6638358     2.2838657 ]",hiphop
"[-2.14285049e+02  1.00340332e+02 -3.34728432e+01  4.72438736e+01
 -8.94648743e+00  1.29856186e+01 -1.73030128e+01  1.10730515e+01
 -1.17122021e+01  8.80336761e+00 -7.83507967e+00  6.25928974e+00
 -1.10056855e-01]",hiphop
"[-68.91117     62.395336    24.27625     53.779545    -1.9351077
  12.820083    -4.3558745   12.3553915   -0.21981913   9.055807
  -0.9797525    3.9336565    1.9129128 ]",hiphop
"[-25.108788    60.825592    -4.1871734   14.84839      6.795023
   6.0983343   15.451296     3.784734     5.6598086   10.247507
   0.86333084   4.1838894    0.9262049 ]",hiphop
"[-101.071526    72.41138     -2.3714318   46.025467     5.5287857
   24.215315     3.5469203   14.532065     5.650925    13.52277
    4.9679728    9.9139805    2.933857 ]",hiphop
"[-202.88803    132.37215     12.0172825   43.746815   -10.215273
   17.121582   -13.547271    15.044368   -16.248148     9.423361
  -11.636703     7.048088    -4.3212595]",hiphop
"[-78.8339     51.52047    42.246727   30.081593   20.089994    6.973851
   8.016349    6.873313   -4.6300087   3.650249    3.6282666   4.323653
   2.5973763]",hiphop
"[-76.79858    98.390625   -5.0479903  49.339622  -10.298393   33.28461
  -9.9737     17.609251  -12.237133   18.658957  -10.978352   11.509188
 -10.487104 ]",hiphop
